# transimpedance=20M	averages=1.0	pump_speed=0.1
# ch_7_config:	ch_0_config:	ch_6_config:	ch_1_config:	ch_5_config:	ch_2_config:	ch_4_config:	ch_3_config:	
# LED = 526 nm	LED = 438 nm	LED = 593 nm	LED = 453 nm	LED = 380 nm	LED = 472 nm	LED = 403 nm	LED = 640 nm	
# cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	cur = 50 mA	
# ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	ADC = +/- 4V	
# blk=1115.8+/-18.1pW	blk=3460.7+/-17.8pW	blk=505.3+/-19.5pW	blk=1202.7+/-17.2pW	blk=1494.7+/-25.1pW	blk=688.1+/-16.6pW	blk=700.3+/-17.5pW	blk=1413.2+/-15.7pW	
# t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	t[s]	light [nW]	dark_7 [nW]	dark_0 [nW]	dark_6 [nW]	dark_1 [nW]	dark_5 [nW]	dark_2 [nW]	dark_4 [nW]	dark_3 [nW]	tmep[deg C]
47.7465	26.392407	47.761328	20.081179	47.776156	1.489303	47.790984	11.743522	47.805813	20.142216	47.820641	12.988678	47.835469	13.135166	47.850297	4.846339	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
47.865625	26.392407	47.880437	20.081179	47.89525	1.489303	47.910063	11.731315	47.924875	20.142216	47.939687	13.000885	47.9545	13.098544	47.969313	4.846339	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.195318	31.1
47.984625	26.3802	47.999453	20.081179	48.014281	1.489303	48.029109	11.743522	48.043937	20.178838	48.058766	13.000885	48.073594	13.098544	48.088422	4.846339	0.183111	0.170904	0.134281	0.122074	0.207526	0.207526	0.207526	0.195318	31.1
48.10375	26.392407	48.118594	20.105594	48.133437	1.489303	48.148281	11.731315	48.163125	20.166631	48.177969	13.013092	48.192812	13.086337	48.207656	4.858547	0.183111	0.170904	0.134281	0.122074	0.219733	0.219733	0.195318	0.195318	31.1
48.222875	26.355785	48.237703	20.105594	48.252531	1.489303	48.267359	11.743522	48.282188	20.166631	48.297016	12.988678	48.311844	13.098544	48.326672	4.846339	0.183111	0.170904	0.134281	0.146489	0.207526	0.207526	0.207526	0.207526	31.1
48.342	26.33137	48.356828	20.130009	48.371656	1.489303	48.386484	11.731315	48.401313	20.142216	48.416141	12.988678	48.430969	13.098544	48.445797	4.834132	0.170904	0.183111	0.122074	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
48.461	26.3802	48.475828	20.679342	48.490656	1.477096	48.505484	11.731315	48.520313	20.178838	48.535141	13.000885	48.549969	13.086337	48.564797	4.846339	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
48.580125	26.416822	48.594953	20.64272	48.609781	1.477096	48.624609	11.731315	48.639437	20.227668	48.654266	13.013092	48.669094	13.098544	48.683922	4.834132	0.170904	0.183111	0.146489	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
48.69925	26.429029	48.714062	20.422987	48.728875	1.477096	48.743688	11.731315	48.7585	20.191046	48.773312	13.013092	48.788125	13.098544	48.802937	4.846339	0.170904	0.183111	0.134281	0.134281	0.207526	0.219733	0.195318	0.207526	31.1
48.81825	26.33137	48.833078	20.081179	48.847906	1.477096	48.862734	11.719108	48.877562	20.154424	48.892391	13.013092	48.907219	13.122959	48.922047	4.858547	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.195318	31.1
48.93725	26.306955	48.952094	20.044557	48.966938	1.489303	48.981781	11.719108	48.996625	20.154424	49.011469	13.000885	49.026312	13.110752	49.041156	4.858547	0.170904	0.158696	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
49.0565	26.33137	49.071328	20.068972	49.086156	1.489303	49.100984	11.7069	49.115813	20.178838	49.130641	13.0253	49.145469	13.110752	49.160297	4.858547	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
49.1755	26.33137	49.190344	20.068972	49.205188	1.513718	49.220031	12.097537	49.234875	20.178838	49.249719	13.013092	49.264562	13.147374	49.279406	4.834132	0.170904	0.158696	0.134281	0.122074	0.219733	0.207526	0.195318	0.195318	31.1
49.29475	26.319163	49.309578	20.056764	49.324406	1.489303	49.339234	12.121952	49.354062	20.191046	49.368891	13.0253	49.383719	13.098544	49.398547	4.858547	0.183111	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
49.41375	26.343577	49.428578	20.105594	49.443406	1.489303	49.458234	11.853389	49.473062	20.203253	49.487891	13.0253	49.502719	13.098544	49.517547	4.858547	0.170904	0.170904	0.122074	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
49.532875	26.319163	49.547703	20.068972	49.562531	1.489303	49.577359	11.719108	49.592187	20.178838	49.607016	13.013092	49.621844	13.098544	49.636672	4.858547	0.183111	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
49.651875	26.33137	49.666719	20.068972	49.681562	1.477096	49.696406	11.743522	49.71125	20.191046	49.726094	13.0253	49.740938	13.110752	49.755781	4.834132	0.170904	0.170904	0.134281	0.122074	0.207526	0.219733	0.207526	0.207526	31.1
49.771125	26.453444	49.785953	20.093387	49.800781	1.489303	49.815609	11.75573	49.830438	20.215461	49.845266	13.049715	49.860094	13.135166	49.874922	4.858547	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.207526	31.1
49.89025	26.465651	49.905109	20.093387	49.919969	1.489303	49.934828	11.743522	49.949687	20.36195	49.964547	13.122959	49.979406	13.122959	49.994266	4.858547	0.170904	0.183111	0.134281	0.122074	0.207526	0.219733	0.207526	0.207526	31.1
50.009625	26.3802	50.024437	20.081179	50.03925	1.489303	50.054063	11.743522	50.068875	20.471816	50.083687	13.159581	50.0985	13.122959	50.113312	4.834132	0.170904	0.170904	0.122074	0.122074	0.219733	0.219733	0.207526	0.195318	31.1
50.1285	26.258126	50.143328	20.26429	50.158156	1.501511	50.172984	11.7069	50.187812	20.276498	50.202641	13.037507	50.217469	13.074129	50.232297	4.821924	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
50.247625	26.136052	50.262469	20.154424	50.277313	1.477096	50.292156	11.682485	50.307	20.105594	50.321844	12.915433	50.336687	13.208411	50.351531	4.846339	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
50.36675	25.940733	50.381594	19.946898	50.396438	1.477096	50.411281	11.597034	50.426125	20.044557	50.440969	12.891018	50.455813	13.086337	50.470656	4.846339	0.170904	0.170904	0.122074	0.134281	0.207526	0.219733	0.195318	0.207526	31.1
50.486	25.867489	50.500828	19.946898	50.515656	1.489303	50.530484	11.633656	50.545312	19.995727	50.560141	12.891018	50.574969	13.232826	50.589797	4.870754	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.207526	31.1
50.605	25.965148	50.619828	19.971313	50.634656	1.477096	50.649484	11.7069	50.664312	20.03235	50.679141	12.903226	50.693969	13.30607	50.708797	4.870754	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
50.724	26.087222	50.738844	20.007935	50.753687	1.477096	50.768531	11.682485	50.783375	20.044557	50.798219	12.939848	50.813063	13.159581	50.827906	4.858547	0.170904	0.183111	0.146489	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
50.843125	26.197089	50.857969	20.007935	50.872813	1.489303	50.887656	11.597034	50.9025	20.020142	50.917344	12.903226	50.932187	13.147374	50.947031	4.846339	0.158696	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
50.962375	26.306955	50.977219	20.056764	50.992063	1.477096	51.006906	11.621448	51.02175	20.081179	51.036594	12.952055	51.051437	13.147374	51.066281	4.858547	0.170904	0.170904	0.122074	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
51.081625	26.429029	51.096453	20.093387	51.111281	1.489303	51.126109	11.633656	51.140937	20.081179	51.155766	12.952055	51.170594	13.110752	51.185422	4.858547	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
51.200625	26.490066	51.215469	20.117801	51.230313	1.489303	51.245156	11.633656	51.26	20.007935	51.274844	12.903226	51.289687	13.086337	51.304531	4.846339	0.183111	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
51.319875	26.551103	51.334703	20.142216	51.349531	1.489303	51.364359	11.670278	51.379188	20.044557	51.394016	12.939848	51.408844	13.135166	51.423672	4.846339	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
51.438875	26.624348	51.453703	20.203253	51.468531	1.477096	51.483359	11.719108	51.498188	20.130009	51.513016	13.013092	51.527844	13.110752	51.542672	4.858547	0.183111	0.183111	0.122074	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
51.557875	26.831874	51.572703	20.252083	51.587531	1.489303	51.602359	11.75573	51.617188	20.26429	51.632016	13.098544	51.646844	13.147374	51.661672	4.870754	0.170904	0.183111	0.134281	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
51.677	27.063814	51.691828	20.300913	51.706656	1.489303	51.721484	11.804559	51.736312	20.386364	51.751141	13.074129	51.765969	13.110752	51.780797	4.846339	0.183111	0.170904	0.122074	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
51.796125	26.807459	51.810953	20.215461	51.825781	1.489303	51.840609	11.767937	51.855438	20.117801	51.870266	12.964263	51.885094	13.049715	51.899922	4.821924	0.183111	0.170904	0.122074	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
51.91525	26.526688	51.930078	20.105594	51.944906	1.489303	51.959734	11.767937	51.974563	19.995727	51.989391	12.891018	52.004219	13.0253	52.019047	4.821924	0.170904	0.183111	0.134281	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
52.03425	26.33137	52.049078	20.068972	52.063906	1.489303	52.078734	11.792352	52.093563	20.056764	52.108391	12.927641	52.123219	13.0253	52.138047	4.821924	0.170904	0.183111	0.122074	0.134281	0.219733	0.207526	0.195318	0.207526	31.1
52.153375	26.245918	52.168203	20.056764	52.183031	1.489303	52.197859	11.780145	52.212688	20.154424	52.227516	12.97647	52.242344	13.074129	52.257172	4.834132	0.170904	0.183111	0.134281	0.134281	0.219733	0.219733	0.207526	0.207526	31.1
52.2725	26.197089	52.287328	20.068972	52.302156	1.489303	52.316984	11.743522	52.331812	20.105594	52.346641	12.97647	52.361469	13.220618	52.376297	4.834132	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
52.3915	26.160466	52.406344	20.056764	52.421188	1.477096	52.436031	11.670278	52.450875	20.093387	52.465719	12.964263	52.480562	13.061922	52.495406	4.821924	0.170904	0.170904	0.122074	0.134281	0.219733	0.219733	0.195318	0.195318	31.1
52.510625	26.148259	52.525453	20.081179	52.540281	1.489303	52.555109	11.658071	52.569937	20.105594	52.584766	12.964263	52.599594	13.049715	52.614422	4.834132	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
52.629625	26.087222	52.644469	20.068972	52.659312	1.477096	52.674156	11.621448	52.689	20.117801	52.703844	12.964263	52.718688	13.037507	52.733531	4.821924	0.183111	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
52.74875	26.075014	52.763609	20.056764	52.778469	1.489303	52.793328	11.609241	52.808188	20.068972	52.823047	12.903226	52.837906	13.037507	52.852766	4.821924	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
52.868	26.075014	52.882844	20.044557	52.897688	1.477096	52.912531	11.597034	52.927375	19.995727	52.942219	12.866604	52.957062	13.086337	52.971906	4.821924	0.170904	0.183111	0.122074	0.122074	0.207526	0.207526	0.195318	0.207526	31.1
52.987125	26.038392	53.001969	19.995727	53.016813	1.477096	53.031656	11.584826	53.0465	19.959105	53.061344	12.854396	53.076187	13.074129	53.091031	4.846339	0.183111	0.170904	0.134281	0.122074	0.207526	0.207526	0.195318	0.195318	31.1
53.106375	26.038392	53.121203	20.044557	53.136031	1.464888	53.150859	11.584826	53.165688	19.898068	53.180516	12.817774	53.195344	13.049715	53.210172	4.821924	0.170904	0.170904	0.122074	0.134281	0.207526	0.219733	0.195318	0.207526	31.1
53.225375	26.00177	53.240234	19.995727	53.255094	1.464888	53.269953	11.597034	53.284813	19.885861	53.299672	12.805567	53.314531	13.013092	53.329391	4.809717	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
53.344625	26.00177	53.359453	19.971313	53.374281	1.477096	53.389109	11.584826	53.403937	19.885861	53.418766	12.805567	53.433594	13.000885	53.448422	4.809717	0.170904	0.170904	0.134281	0.122074	0.207526	0.219733	0.207526	0.207526	31.1
53.46375	25.977355	53.478594	19.971313	53.493437	1.477096	53.508281	11.560411	53.523125	19.898068	53.537969	12.805567	53.552813	13.013092	53.567656	4.809717	0.183111	0.170904	0.134281	0.122074	0.207526	0.219733	0.195318	0.195318	31.1
53.582875	25.977355	53.597734	19.971313	53.612594	1.477096	53.627453	11.572619	53.642313	19.922483	53.657172	12.781152	53.672031	13.013092	53.686891	4.79751	0.170904	0.170904	0.122074	0.122074	0.219733	0.219733	0.195318	0.207526	31.1
53.702125	25.977355	53.716953	19.98352	53.731781	1.477096	53.746609	11.584826	53.761437	19.873653	53.776266	12.781152	53.791094	13.000885	53.805922	4.79751	0.183111	0.183111	0.122074	0.134281	0.207526	0.219733	0.195318	0.207526	31.1
53.82125	26.026185	53.836062	20.03235	53.850875	1.477096	53.865687	11.560411	53.8805	19.861446	53.895312	12.768944	53.910125	12.964263	53.924937	4.785302	0.183111	0.183111	0.122074	0.134281	0.219733	0.219733	0.207526	0.207526	31.1
53.94025	26.00177	53.955094	20.007935	53.969938	1.477096	53.984781	11.548204	53.999625	19.910276	54.014469	12.781152	54.029312	12.964263	54.044156	4.79751	0.170904	0.170904	0.134281	0.122074	0.207526	0.207526	0.195318	0.195318	31.1
54.0595	26.00177	54.074328	19.995727	54.089156	1.477096	54.103984	11.548204	54.118813	19.873653	54.133641	12.768944	54.148469	12.97647	54.163297	4.809717	0.170904	0.183111	0.146489	0.122074	0.207526	0.207526	0.195318	0.207526	31.1
54.178625	26.00177	54.193469	19.98352	54.208312	1.477096	54.223156	11.560411	54.238	19.873653	54.252844	12.781152	54.267688	12.97647	54.282531	4.809717	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
54.29775	26.026185	54.312578	20.020142	54.327406	1.477096	54.342234	11.584826	54.357062	19.873653	54.371891	12.781152	54.386719	13.000885	54.401547	4.79751	0.170904	0.183111	0.122074	0.134281	0.207526	0.207526	0.195318	0.195318	31.1
54.416875	26.062807	54.431687	20.03235	54.4465	1.477096	54.461312	11.621448	54.476125	19.93469	54.490938	12.793359	54.50575	13.0253	54.520563	4.809717	0.183111	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
54.535875	26.087222	54.550703	20.203253	54.565531	1.477096	54.580359	11.597034	54.595187	19.910276	54.610016	12.781152	54.624844	13.049715	54.639672	4.809717	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
54.654875	26.099429	54.669703	20.203253	54.684531	1.477096	54.699359	11.584826	54.714187	19.898068	54.729016	12.793359	54.743844	13.074129	54.758672	4.821924	0.170904	0.170904	0.122074	0.122074	0.207526	0.219733	0.195318	0.207526	31.1
54.773875	26.136052	54.788703	20.178838	54.803531	1.477096	54.818359	11.597034	54.833187	19.885861	54.848016	12.793359	54.862844	13.074129	54.877672	4.821924	0.170904	0.170904	0.122074	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
54.892875	26.148259	54.907719	20.093387	54.922562	1.489303	54.937406	11.609241	54.95225	19.885861	54.967094	12.805567	54.981938	13.0253	54.996781	4.809717	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
55.012	26.160466	55.026844	20.044557	55.041688	1.489303	55.056531	11.694693	55.071375	19.910276	55.086219	12.805567	55.101062	13.0253	55.115906	4.809717	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
55.131125	26.172674	55.145969	20.056764	55.160812	1.489303	55.175656	11.658071	55.1905	19.98352	55.205344	12.854396	55.220188	13.0253	55.235031	4.821924	0.183111	0.170904	0.122074	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
55.250375	26.233711	55.265203	20.044557	55.280031	1.489303	55.294859	11.645863	55.309687	19.959105	55.324516	12.842189	55.339344	13.037507	55.354172	4.809717	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
55.3695	26.258126	55.384313	20.056764	55.399125	1.477096	55.413938	11.658071	55.42875	19.959105	55.443562	12.866604	55.458375	13.0253	55.473188	4.821924	0.183111	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
55.4885	26.306955	55.503328	20.081179	55.518156	1.489303	55.532984	11.670278	55.547813	20.044557	55.562641	12.891018	55.577469	13.037507	55.592297	4.821924	0.158696	0.170904	0.134281	0.134281	0.207526	0.219733	0.195318	0.207526	31.1
55.607625	26.319163	55.622484	20.081179	55.637344	1.477096	55.652203	11.670278	55.667063	20.093387	55.681922	12.927641	55.696781	13.0253	55.711641	4.821924	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
55.726875	26.33137	55.741719	20.081179	55.756563	1.477096	55.771406	11.670278	55.78625	20.044557	55.801094	12.903226	55.815937	13.049715	55.830781	4.809717	0.170904	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
55.846	26.319163	55.860875	20.093387	55.87575	1.489303	55.890625	11.7069	55.9055	20.068972	55.920375	12.927641	55.93525	13.074129	55.950125	4.821924	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
55.9655	26.355785	55.980328	20.093387	55.995156	1.501511	56.009984	11.743522	56.024812	20.056764	56.039641	12.927641	56.054469	13.086337	56.069297	4.821924	0.183111	0.183111	0.122074	0.134281	0.219733	0.219733	0.195318	0.207526	31.1
56.084625	26.33137	56.099453	20.105594	56.114281	1.477096	56.129109	11.743522	56.143937	20.044557	56.158766	12.927641	56.173594	13.098544	56.188422	4.821924	0.170904	0.170904	0.134281	0.122074	0.219733	0.207526	0.207526	0.207526	31.1
56.20375	26.343577	56.218609	20.117801	56.233469	1.489303	56.248328	11.731315	56.263188	20.081179	56.278047	12.927641	56.292906	13.110752	56.307766	4.846339	0.170904	0.183111	0.134281	0.134281	0.207526	0.195318	0.207526	0.195318	31.1
56.323	26.367992	56.337812	20.093387	56.352625	1.477096	56.367438	11.7069	56.38225	20.081179	56.397062	12.939848	56.411875	13.037507	56.426687	4.821924	0.170904	0.183111	0.134281	0.122074	0.219733	0.219733	0.195318	0.195318	31.1
56.442	26.33137	56.456828	20.081179	56.471656	1.489303	56.486484	11.7069	56.501312	20.093387	56.516141	12.939848	56.530969	13.074129	56.545797	4.846339	0.170904	0.170904	0.134281	0.122074	0.219733	0.219733	0.207526	0.207526	31.1
56.561	26.343577	56.575812	20.068972	56.590625	1.489303	56.605438	11.7069	56.62025	20.130009	56.635062	12.964263	56.649875	13.086337	56.664687	4.834132	0.183111	0.170904	0.134281	0.122074	0.207526	0.207526	0.207526	0.195318	31.1
56.68	26.367992	56.694828	20.105594	56.709656	1.477096	56.724484	11.719108	56.739312	20.117801	56.754141	12.964263	56.768969	13.086337	56.783797	4.834132	0.183111	0.183111	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
56.799125	26.392407	56.813953	20.117801	56.828781	1.501511	56.843609	11.731315	56.858437	20.142216	56.873266	13.000885	56.888094	13.086337	56.902922	4.834132	0.170904	0.170904	0.122074	0.122074	0.207526	0.219733	0.195318	0.195318	31.1
56.918125	26.416822	56.932969	20.130009	56.947813	1.489303	56.962656	11.731315	56.9775	20.130009	56.992344	12.97647	57.007188	13.074129	57.022031	4.834132	0.170904	0.170904	0.134281	0.122074	0.207526	0.219733	0.195318	0.207526	31.1
57.037375	26.441237	57.052203	20.142216	57.067031	1.501511	57.081859	11.743522	57.096688	20.130009	57.111516	12.988678	57.126344	13.098544	57.141172	4.846339	0.170904	0.170904	0.134281	0.122074	0.207526	0.207526	0.207526	0.207526	31.1
57.156375	26.526688	57.171203	20.191046	57.186031	1.489303	57.200859	11.743522	57.215688	20.117801	57.230516	12.988678	57.245344	13.110752	57.260172	4.846339	0.158696	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
57.2755	26.575518	57.290328	20.178838	57.305156	1.477096	57.319984	11.75573	57.334812	20.142216	57.349641	13.0253	57.364469	13.110752	57.379297	4.846339	0.183111	0.183111	0.134281	0.134281	0.219733	0.219733	0.195318	0.207526	31.1
57.394625	26.624348	57.409453	20.191046	57.424281	1.489303	57.439109	11.75573	57.453937	20.203253	57.468766	13.037507	57.483594	13.122959	57.498422	4.846339	0.183111	0.183111	0.134281	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
57.513625	26.636555	57.528469	20.178838	57.543312	1.489303	57.558156	11.792352	57.573	20.227668	57.587844	13.061922	57.602688	13.122959	57.617531	4.846339	0.183111	0.183111	0.122074	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
57.632875	26.66097	57.647703	20.203253	57.662531	1.489303	57.677359	11.780145	57.692188	20.276498	57.707016	13.061922	57.721844	13.147374	57.736672	4.858547	0.170904	0.183111	0.134281	0.122074	0.219733	0.207526	0.195318	0.195318	31.1
57.751875	26.648762	57.766719	20.191046	57.781562	1.489303	57.796406	11.792352	57.81125	20.227668	57.826094	13.049715	57.840937	13.110752	57.855781	4.846339	0.170904	0.170904	0.122074	0.134281	0.207526	0.207526	0.195318	0.207526	31.1
57.871	26.636555	57.885844	20.203253	57.900688	1.501511	57.915531	11.792352	57.930375	20.215461	57.945219	13.049715	57.960062	13.110752	57.974906	4.846339	0.183111	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
57.99025	26.624348	58.005078	20.178838	58.019906	1.489303	58.034734	11.780145	58.049563	20.191046	58.064391	13.0253	58.079219	13.098544	58.094047	4.834132	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.195318	0.195318	31.1
58.109375	26.563311	58.124187	20.142216	58.139	1.489303	58.153813	11.804559	58.168625	20.203253	58.183437	13.0253	58.19825	13.098544	58.213062	4.834132	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
58.228375	26.502274	58.243203	20.117801	58.258031	1.489303	58.272859	11.804559	58.287688	20.191046	58.302516	13.037507	58.317344	13.098544	58.332172	4.858547	0.170904	0.170904	0.134281	0.134281	0.219733	0.207526	0.207526	0.195318	31.1
58.347375	26.502274	58.362234	20.178838	58.377094	1.489303	58.391953	11.792352	58.406813	20.203253	58.421672	13.037507	58.436531	13.122959	58.451391	4.846339	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.207526	31.1
58.466625	26.514481	58.481469	20.191046	58.496313	1.477096	58.511156	11.780145	58.526	20.215461	58.540844	13.049715	58.555687	13.122959	58.570531	4.846339	0.170904	0.158696	0.134281	0.122074	0.207526	0.219733	0.207526	0.195318	31.1
58.58575	26.502274	58.600578	20.166631	58.615406	1.489303	58.630234	11.767937	58.645062	20.215461	58.659891	13.049715	58.674719	13.110752	58.689547	4.846339	0.183111	0.170904	0.134281	0.146489	0.207526	0.219733	0.207526	0.207526	31.1
58.70475	26.502274	58.719594	20.142216	58.734437	1.489303	58.749281	11.767937	58.764125	20.203253	58.778969	13.049715	58.793813	13.122959	58.808656	4.846339	0.183111	0.183111	0.146489	0.146489	0.207526	0.207526	0.207526	0.195318	31.1
58.824	26.490066	58.838828	20.130009	58.853656	1.501511	58.868484	11.780145	58.883313	20.191046	58.898141	13.061922	58.912969	13.159581	58.927797	4.858547	0.170904	0.170904	0.122074	0.134281	0.219733	0.219733	0.195318	0.195318	31.1
58.943125	26.477859	58.957937	20.130009	58.97275	1.489303	58.987563	11.792352	59.002375	20.239875	59.017187	13.086337	59.032	13.171789	59.046813	4.870754	0.183111	0.183111	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
59.062125	26.502274	59.076953	20.154424	59.091781	1.489303	59.106609	11.792352	59.121437	20.288705	59.136266	13.086337	59.151094	13.220618	59.165922	4.858547	0.183111	0.170904	0.134281	0.122074	0.219733	0.219733	0.195318	0.207526	31.1
59.18125	26.526688	59.196062	20.191046	59.210875	1.501511	59.225687	11.792352	59.2405	20.252083	59.255313	13.086337	59.270125	13.196203	59.284938	4.870754	0.170904	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
59.30025	26.538896	59.315078	20.166631	59.329906	1.489303	59.344734	11.780145	59.359562	20.239875	59.374391	13.074129	59.389219	13.171789	59.404047	4.870754	0.183111	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
59.41925	26.526688	59.434094	20.154424	59.448937	1.489303	59.463781	11.792352	59.478625	20.215461	59.493469	13.074129	59.508312	13.147374	59.523156	4.858547	0.170904	0.170904	0.134281	0.122074	0.219733	0.207526	0.195318	0.207526	31.1
59.5385	26.514481	59.553312	20.130009	59.568125	1.489303	59.582937	11.767937	59.59775	20.239875	59.612562	13.061922	59.627375	13.147374	59.642187	4.846339	0.170904	0.170904	0.134281	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
59.657375	26.465651	59.672219	20.130009	59.687063	1.501511	59.701906	11.767937	59.71675	20.227668	59.731594	13.061922	59.746437	13.110752	59.761281	4.846339	0.183111	0.170904	0.134281	0.122074	0.219733	0.207526	0.207526	0.195318	31.1
59.7765	26.429029	59.791359	20.117801	59.806219	1.489303	59.821078	11.767937	59.835938	20.215461	59.850797	13.049715	59.865656	13.110752	59.880516	4.858547	0.183111	0.183111	0.134281	0.134281	0.207526	0.219733	0.195318	0.195318	31.1
59.895875	26.416822	59.910703	20.117801	59.925531	1.501511	59.940359	11.767937	59.955187	20.191046	59.970016	13.037507	59.984844	13.122959	59.999672	4.846339	0.170904	0.183111	0.146489	0.134281	0.219733	0.219733	0.207526	0.195318	31.1
60.015	26.367992	60.029828	20.093387	60.044656	1.501511	60.059484	11.792352	60.074313	20.215461	60.089141	13.0253	60.103969	13.110752	60.118797	4.846339	0.183111	0.170904	0.122074	0.134281	0.219733	0.219733	0.195318	0.195318	31.1
60.134125	26.33137	60.148937	20.117801	60.16375	1.489303	60.178562	11.75573	60.193375	20.191046	60.208188	13.0253	60.223	13.110752	60.237813	4.846339	0.183111	0.170904	0.146489	0.134281	0.219733	0.207526	0.207526	0.207526	31.1
60.253125	26.33137	60.267953	20.386364	60.282781	1.501511	60.297609	11.731315	60.312438	20.166631	60.327266	13.013092	60.342094	13.135166	60.356922	4.846339	0.183111	0.170904	0.134281	0.134281	0.207526	0.207526	0.207526	0.195318	31.1
60.372125	26.294748	60.386953	20.215461	60.401781	1.501511	60.416609	11.731315	60.431438	20.178838	60.446266	13.0253	60.461094	13.110752	60.475922	4.858547	0.170904	0.170904	0.122074	0.134281	0.207526	0.219733	0.207526	0.207526	31.1
